gemma4:e4b,0,0,0,0,"Maria loves numbers. She likes to count!
One and one make two. Two!
Two and two make four. Wow!
Three and three make six. Yay!
But what is four and four? Maria did not know.

She asks her mom. Mom smiles. ""Four and four makes eight!""
Maria claps her hands. She says, ""I know! I am four years old now. In four more years, I will be eight!""

Maria learns so fast. Look at her grow! Yay for numbers!"
gemma4:e4b,0,0,0,1,"Maria liked numbers. She liked to add them up. Adding was easy. Maria could add one and one. One and one are two. Two and two are four. Three and three make six. But then, she stopped. What is four plus four? Maria did not know the answer.

She asked her mom. Mom told her it was eight. ""I know!"" said Maria. ""I am four years old."" She smiled. ""In four more years, I will be eight!""

Maria learned fast. She did not learn slow."
gemma4:e4b,0,0,0,2,"Maria loves math. She likes to add numbers. Adding is easy. She can do one plus one. One and one make two. She knows two plus two. Two and two make four. Three plus three? Three and three make six. But wait. How many are four and four? Maria asked her mom. Mom told her: ""Four and four make eight."" Maria said, ""Oh! Now I know. I am four years old now. In four more years, I will be eight!"" Maria learns fast. She is smart."
gemma4:e4b,0,0,0,3,"Maria likes to count.
She can add numbers. Counting is fun!
One plus one. Two. She knows this.
Two plus two. Four. Yay!
Three plus three. Six. Wow!
But wait. What is four and four?
Maria does not know. She asks Mom.
Mom says, ""Four and four are eight.""
Maria smiles big. ""I know now!"" she says.
""I am four years old,"" Maria says.
""In four more years, I will be eight!""
Wow! Math is fun.
Maria learns fast. She is very smart."
gemma4:e4b,0,0,0,4,"Maria liked to count. She knew how to add numbers. Adding felt easy. She could say that one plus one is two. She knew two plus two is four. She also knew three plus three is six. But then she stopped. Maria did not know what four plus four was. She asked her mom for help. Mom told her, ""Four and four are eight."" Maria said, ""Oh! Now I know!"" Math came easy to Maria. She learned fast."
gemma4:e4b,0,0,0,5,"Maria likes to count. She loves numbers.
One plus one is two. Two plus two is four. Three plus three is six.
Then she stopped. Four and four? She did not know.
She asked Mom. Mom said, ""Four plus four is eight.""
Oh! Now Maria knew the answer.
She smiled big. Math was fun. Maria learns fast."
gemma4:e4b,0,0,0,6,"Maria likes to add.
She adds numbers.
It is easy.
One and one make two.
Two and two make four.
Three and three make six.
But wait. Maria does not know $4+4$.
She asks her mom.
Mom tells Maria: ""Four plus four makes eight.""
Maria says, ""Oh! I know now!""
She learned to count. She is smart."
gemma4:e4b,0,0,2,0,"Maria loved to practice adding numbers. She could add so many things! One plus one is two. Two plus two is four. Three plus three is six.

But she stopped at three. What about four plus four? Maria did not know the answer.

She looked up at her mom. ""Mom,"" she asked, ""what is four plus four?""

Her mom smiled and said, ""Four plus four equals eight.""

Maria's face lit up. ""Wow! Now I get it!"" She pumped her fist in the air. ""I am four years old right now. And in four more years? I will be eight!""

Maria was a very smart girl, and she learned fast."
gemma4:e4b,0,0,2,1,"Maria loved numbers. She was learning how to add them up. It felt easy! Maria knew that one plus one made two. Two plus two made four. Three plus three made six. But then she stopped. What were four plus four? Maria did not know the answer.

She asked her mom. Mom smiled and said, ""Four plus four is eight.""

Maria gasped. ""Wow! Now I get it!"" She thought about this new fact. ""I am four years old now. In four more years, I will be eight!""

Learning numbers was fun! Maria learned quickly."
gemma4:e4b,0,0,2,2,"Maria was learning about numbers. She liked to count and add them. Adding was easy for her. She knew one plus one is two. She knew two plus two makes four. She even knew three and three are six. But what about four plus four? She did not know the answer. She asked her mom. Her mom told her, ""Four and four equal eight."" Maria smiled big. ""Oh! Now I know!"" She thought hard. ""I am four years old now. In four more years, I will be eight!"" Maria was a fast learner. She learned things quickly."
gemma4:e4b,0,0,2,3,"Maria was learning to count and add numbers. She really liked adding! Adding seemed easy for her. She knew that one plus one is two. She also knew that two plus two make four. Maria could even do three plus three, which makes six.

But then she stopped. She did not know what four plus four were. She asked her mom, ""Mom? What are four and four?""

Her mom smiled and said, ""Four and four are eight.""

Maria's eyes lit up. ""Oh! Now I get it!"" Maria cried happily. ""I am four years old now. And in four more years, I will be eight!""

Maria was a quick learner. She learned things fast!"
gemma4:e4b,0,0,2,4,"Maria learned to count numbers. She liked math! It was easy fun. Maria knew that one plus one is two. She also knew that two plus two is four. Three and three make six. But then she stopped. She did not know what four plus four is. So, she asked her mom. Her mom told her that four plus four is eight. ""Oh! Now I get it!"" Maria said happily. She understood the pattern. Maria was a fast learner."
